OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,LABEL
FENGYUN 1C DEB,1999-025AKS,2026-06-24T05:50:01.759488,14.60019151,0.00122433,98.842,323.7973,35.5382,324.6629,0,U,30552,999,470,0.0018958374,9.068e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AKT,2026-06-23T19:34:12.978336,14.80673416,0.00171409,99.1303,299.7648,254.3009,105.6309,0,U,30553,999,1310,0.0022639379,0.0001741999999999,0.0,Debris
FENGYUN 1C DEB,1999-025AKV,2026-06-24T03:27:22.514976,14.21820008,0.00439778,98.7398,231.8839,77.3051,337.799,0,U,30555,999,99683,0.0007979778799999,1.731e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AKW,2026-06-23T22:19:36.770880,14.01579313,0.00692084,98.79,166.1052,62.2395,0.0438,0,U,30556,999,98963,0.00027061011,3.76e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AKX,2026-06-24T02:48:26.239968,14.11656364,0.0068061,98.9067,243.8484,48.4939,312.2046,0,U,30557,999,99028,0.0007130294299999,1.2810000000000004e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AKY,2026-06-14T01:59:25.392192,13.29323956,0.04273402,99.4717,296.3013,189.85,169.4044,0,U,30558,999,93193,0.0033947794,2.5550000000000004e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ALA,2026-06-23T22:30:16.180128,14.17273349,0.01155953,98.6733,168.9539,17.9954,41.0064,0,U,30560,999,106,0.0002219076699999,4.36e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ALB,2026-06-24T06:32:16.522080,14.1149869,0.00583092,98.7267,177.074,285.3892,91.4648,0,U,30561,999,99708,0.00021074199,3.45e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ALC,2026-06-24T04:13:15.013344,14.24294472,0.00597753,98.7497,247.0455,68.1878,348.0655,0,U,30562,999,99752,0.00092941858,2.142e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ALE,2026-06-23T23:35:08.625408,14.06273979,0.01995439,98.7885,186.3284,296.0552,91.3307,0,U,30564,999,99011,0.00032431085,5.95e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ALF,2026-06-23T14:33:40.080960,14.11211436,0.01384192,98.451,38.4863,163.9197,222.8336,0,U,30565,999,98646,0.00098092607,1.896e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ALG,2026-06-24T03:00:37.997856,14.12543823,0.0066048999999999,99.201,233.8521,1.9777,52.5096,0,U,30566,999,99112,0.00073789276,1.3460000000000002e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ALH,2026-06-23T22:06:21.305952,14.09107836,0.01090514,98.7877,165.7748,5.0417,24.4628,0,U,30567,999,99494,0.0002321340599999,3.82e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ALJ,2026-06-24T00:15:18.558144,14.60080218,0.00155859,98.9477,4.654,324.6881,187.6962,0,U,30568,999,467,0.0018117714,8.679000000000001e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ALK,2026-06-23T21:33:08.325792,14.83900769,0.00062784,98.7411,335.5529,178.9966,181.1259,0,U,30569,999,1053,0.0021272891,0.00017651,0.0,Debris
FENGYUN 1C DEB,1999-025ALL,2026-06-24T01:54:39.140352,14.14589717,0.00356682,98.692,207.6929,23.478,31.9696,0,U,30570,999,99731,0.00030037514,5.379999999999999e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ALM,2026-06-24T00:37:20.637984,14.10874531,0.0022378,98.7113,200.5867,50.0554,11.7787,0,U,30571,999,99612,0.00017422494,2.71e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ALN,2026-06-24T00:06:08.202240,14.09096622,0.00233704,98.7494,204.2647,107.0719,314.6579,0,U,30572,999,99483,0.0002437538,3.81e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ALP,2026-06-24T02:43:13.243008,14.15072477,0.00896356,99.2116,224.0601,91.2807,324.4748,0,U,30573,999,98931,0.0012632729,2.4990000000000003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ALQ,2026-06-23T21:53:52.285344,13.78662511,0.02180041,99.3181,339.9542,197.3983,161.9616,0,U,30574,999,96429,0.0020556938,2.4480000000000003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ALR,2026-06-23T19:15:09.878688,14.41186745,0.00531281,99.1721,284.4588,31.5599,123.2978,0,U,30575,999,988,0.00046054116,1.4610000000000002e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ALT,2026-06-24T00:47:00.254112,14.1146659,0.0030835,98.7472,209.2673,94.7278,325.9406,0,U,30577,999,99511,0.00033926545,5.75e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ALV,2026-06-24T07:17:40.638048,14.05447605,0.00513127,98.788,199.2632,280.786,94.483,0,U,30579,999,99176,0.00017329544,2.41e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ALZ,2026-06-23T20:52:28.934976,14.17490437,0.01943126,99.1291,41.6802,128.6839,233.1896,0,U,30594,999,249,0.0001067752,2.14e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AMB,2026-06-24T05:32:19.070592,14.34794627,0.02485396,98.4194,173.2421,72.6466,349.463,0,U,30596,999,1334,0.0002366903,9.019999999999998e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AMC,2026-06-24T04:22:14.241792,15.34115016,0.00164875,98.9361,148.6621,211.7878,148.2366,0,U,30597,999,1434,0.0067799726,0.0023133999999999,0.0,Debris
FENGYUN 1C DEB,1999-025AME,2026-06-24T00:14:53.317248,14.204751,0.03010298,98.5952,186.6048,144.6293,217.5267,0,U,30599,999,99910,0.00037818594,1.234e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AMF,2026-06-23T13:32:18.888000,14.10846933,0.03219894,98.3926,111.5431,55.2262,307.8773,0,U,30600,999,97148,0.0033482339,9.731e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AMJ,2026-06-23T23:53:13.420608,13.84748106,0.01839482,98.3967,182.8073,36.631,351.7878,0,U,30603,999,97550,0.0010057695,1.255e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AMK,2026-06-24T01:44:34.976256,14.23938226,0.02094681,98.3781,206.2393,160.1259,262.2865,0,U,30604,999,559,0.0002074579199999,5.53e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AMM,2026-06-23T23:52:52.402080,14.59381787,0.02066439,98.0887,185.3093,253.7244,161.0402,0,U,30606,999,2060,0.00033437706,2.074e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AMP,2026-06-24T04:33:27.862848,14.29408904,0.00130644,98.6885,242.3745,333.1375,90.3947,0,U,30608,999,201,0.0003305130099999,7.99e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AMQ,2026-06-21T04:47:25.541088,14.12756365,0.01118208,98.5669,85.4656,229.8978,129.2353,0,U,30609,999,98416,0.0009423123799999,1.8140000000000003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AMX,2026-06-23T01:49:29.944992,13.36481661,0.03849189,98.6257,208.2738,132.7417,230.6792,0,U,30616,999,94269,0.0014338081,1.0980000000000002e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ANA,2026-06-23T00:27:46.295712,14.41586044,0.02132096,98.2783,196.3663,196.856,162.5471,0,U,30619,999,1708,0.0001353055,5.25e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ANC,2026-06-23T07:55:24.440736,14.04984405,0.01358059,98.7029,114.7953,122.9631,38.5779,0,U,30621,999,98293,0.0010598624,1.8120000000000003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AND,2026-06-24T01:25:25.281696,14.34169,0.00711912,100.9929,243.0974,207.928,270.9265,0,U,30622,999,71566,0.0020244338,5.775000000000001e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ANE,2026-06-24T05:48:09.645984,13.29504403,0.04027679,98.8446,331.6406,350.2032,182.7405,0,U,30623,999,93787,0.00027558435,1.63e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ANF,2026-06-23T05:56:33.052992,14.72010029,0.0014586,98.882,277.3584,53.8394,306.4158,0,U,30624,999,310,0.0030144123,0.00018948,0.0,Debris
FENGYUN 1C DEB,1999-025ANG,2026-06-24T03:47:52.787904,14.46113022,0.00496376,98.923,145.5834,82.7183,277.9645,0,U,30625,999,99484,0.002567103,9.269e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ANK,2026-06-24T02:39:54.491040,14.75328764,0.00225629,99.3413,124.4806,14.6825,345.5031,0,U,30628,999,1310,0.0018497807,0.00012545,0.0,Debris
FENGYUN 1C DEB,1999-025ANL,2026-06-23T07:02:15.658656,14.65502122,0.00041807,99.2526,298.2921,308.7798,81.3635,0,U,30629,999,704,0.0019073321,0.00010292,0.0,Debris
FENGYUN 1C DEB,1999-025ANM,2026-06-21T11:34:59.765952,14.23093342,0.00243799,99.1823,358.4745,249.0167,166.6207,0,U,30630,999,99925,0.0004345161,9.35e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ANP,2026-06-23T23:45:30.743424,14.71251839,0.00140453,98.8333,326.1771,279.8193,208.7658,0,U,30632,999,524,0.0025374908,0.00015656,0.0,Debris
FENGYUN 1C DEB,1999-025ANQ,2026-06-23T20:20:09.079584,14.04907348,0.01320017,98.4079,30.911,72.4706,300.9487,0,U,30633,999,98603,0.0004721524799999,7.82e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ANR,2026-06-23T23:04:59.417184,14.11247233,0.011609,99.3043,169.496,279.1657,135.3531,0,U,30634,999,98341,0.0010835514,2.0350000000000003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ANW,2026-06-23T07:03:44.806176,14.35491121,0.00652839,99.0238,299.5364,82.4087,278.4506,0,U,30639,999,99479,0.0016726075,4.884000000000001e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ANX,2026-06-22T04:03:57.247776,14.15639823,0.00778535,99.0442,252.1222,277.5967,111.3758,0,U,30640,999,99153,0.0007697252,1.506e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ANY,2026-06-23T20:20:51.618624,14.81182603,0.01291365,98.9606,136.3652,237.9643,151.3071,0,U,30641,999,3389,0.00025455059,2.2090000000000004e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APD,2026-06-24T00:11:33.925056,14.10106393,0.00474053,98.6381,193.0103,200.5803,159.346,0,U,30646,999,99328,0.0004623104599999,7.84e-06,0.0,Debris
FENGYUN 1C DEB,1999-025APE,2026-06-23T09:56:42.372384,14.61003739,0.00270064,98.9943,127.3001,314.562,168.8976,0,U,30647,999,798,0.0013939107,6.822000000000001e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APF,2026-06-23T19:00:27.736416,14.51009685,0.00309506,98.6406,279.207,257.6829,254.2725,0,U,30648,999,664,0.001127672,4.4420000000000005e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APG,2026-06-23T18:43:11.639712,14.31129088,0.00467108,98.8091,277.4604,328.4871,182.9624,0,U,30649,999,99823,0.0008947793399999,2.343e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APH,2026-06-23T14:52:50.608416,14.14890924,0.00704491,99.1899,225.8974,9.4959,143.5998,0,U,30650,999,99025,0.0007889038299999,1.514e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APJ,2026-06-24T01:38:42.889344,14.07869492,0.00095061,98.7602,207.7192,82.9039,332.3889,0,U,30652,999,99414,-2.3062426e-05,-8.199999999999999e-07,0.0,Debris
FENGYUN 1C DEB,1999-025APL,2026-06-23T07:06:19.817280,14.17905744,0.00327117,99.2485,110.2667,278.2733,81.4731,0,U,30654,999,99408,0.00064717895,1.282e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APN,2026-06-23T23:21:44.610336,14.4849933,0.00286919,99.0228,6.6773,230.354,129.5119,0,U,30656,999,99880,0.0015632298,5.85e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APP,2026-06-23T05:44:44.877120,14.41107905,0.00186427,98.8383,283.3205,135.5559,254.5226,0,U,30657,999,1,0.0012627279,4.031e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APQ,2026-06-24T00:37:56.710848,13.88045562,0.01837938,98.4194,193.8214,56.2321,305.6196,0,U,30658,999,97365,0.0011341488,1.509e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APS,2026-06-23T18:17:54.610368,14.90668666,0.01313858,98.1419,281.6877,62.8081,89.1022,0,U,30660,999,3657,0.00034412675,3.91e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APT,2026-06-23T19:08:03.455808,14.21283299,0.01432024,99.4915,9.8629,220.9195,138.1161,0,U,30661,999,645,9.7038006e-05,1.83e-06,0.0,Debris
FENGYUN 1C DEB,1999-025APU,2026-06-19T15:30:09.954720,14.23479309,0.0034747,99.0367,236.9675,92.8007,61.7161,0,U,30662,999,99325,0.00092726059,2.0750000000000003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APV,2026-06-21T23:08:46.713120,13.24529984,0.06571195,99.3013,75.8056,33.7583,330.3637,0,U,30663,999,91578,0.0016416449,2.246e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APX,2026-06-23T22:00:56.996640,14.13441517,0.00700081,99.2166,157.1072,22.2118,6.2909,0,U,30665,999,98698,0.0009257825899999,1.735e-05,0.0,Debris
FENGYUN 1C DEB,1999-025APY,2026-06-24T05:26:37.343040,14.02761517,0.00600795,98.8416,158.0644,326.4811,48.8871,0,U,30666,999,98823,0.00025026404,3.5e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AQA,2026-06-23T17:07:29.258112,14.13476199,0.00795946,99.1219,256.4296,65.7354,84.8375,0,U,30668,999,98780,0.0008884803,1.677e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQB,2026-06-24T02:01:52.798368,14.0366444,0.01201942,98.6425,107.089,354.7751,20.2521,0,U,30669,999,98165,0.0011543333,1.892e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQC,2026-06-24T01:55:49.165824,14.15902732,0.0038177,98.6811,219.8749,234.0655,192.9089,0,U,30670,999,99888,7.0368068e-05,9.6e-07,0.0,Debris
FENGYUN 1C DEB,1999-025AQD,2026-06-23T11:29:25.141344,13.96144308,0.01257071,99.2364,244.8428,227.0088,148.9779,0,U,30671,999,97884,0.0011251303,1.606e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQF,2026-06-23T19:47:46.866336,14.03552739,0.00508334,98.8909,224.9503,326.3403,88.4861,0,U,30673,999,99240,-4.300975400000001e-05,-1.12e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AQH,2026-06-24T04:47:43.742112,14.28766362,0.00484742,98.7451,259.6934,324.3238,89.5375,0,U,30675,999,99653,0.00098462735,2.4660000000000004e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQJ,2026-06-24T04:39:04.885056,13.74737789,0.04678774,98.2802,341.0583,242.9928,112.2735,0,U,30676,999,96581,0.00068137921,1.401e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQK,2026-06-24T02:05:43.234944,14.39450451,0.00637619,98.2375,217.6994,343.7662,71.5105,0,U,30677,999,749,0.0006016311599999,1.877e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQL,2026-06-23T20:37:44.225760,14.26921587,0.00738044,99.0759,147.4521,35.7986,354.0187,0,U,30678,999,98627,0.0023387637,5.805e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQM,2026-06-23T10:07:51.949920,13.79974558,0.01693582,99.3585,229.3105,289.4523,85.6432,0,U,30679,999,97177,0.0003964077,4.12e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AQN,2026-06-23T19:49:43.139136,13.57436015,0.03222667,99.6392,218.6802,42.6203,319.9465,0,U,30680,999,94872,0.00057623841,5.36e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AQR,2026-06-24T00:22:42.929760,14.01103473,0.01391939,99.4012,197.405,57.7668,332.8642,0,U,30683,999,98257,0.0008439483399999,1.332e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQS,2026-06-23T13:03:49.836384,13.67211145,0.02392757,99.5128,218.061,134.3847,227.7168,0,U,30684,999,96263,0.0006669583,6.4e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AQU,2026-06-23T20:33:35.035200,14.75950758,0.01376296,99.0195,35.9669,238.227,255.0349,0,U,30686,999,2449,0.00035435381,2.771e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQW,2026-06-24T04:39:34.195392,14.34323284,0.00182426,98.6899,254.4437,111.0084,304.5191,0,U,30688,999,33,0.0010841317,3.0080000000000003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQX,2026-06-24T05:53:16.958688,14.12087548,0.01088856,98.724,161.1549,273.5308,101.666,0,U,30689,999,99621,0.00025064447,4.42e-06,0.0,Debris
FENGYUN 1C DEB,1999-025AQY,2026-06-23T18:32:46.355136,14.03335349,0.01007451,99.167,111.4369,263.7632,126.514,0,U,30690,999,98414,0.0007956570899999,1.254e-05,0.0,Debris
FENGYUN 1C DEB,1999-025AQZ,2026-06-23T22:44:53.612736,13.89973451,0.0140884999999999,98.7383,179.7293,64.5787,325.9165,0,U,30691,999,97800,0.00078717734,1.011e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ARB,2026-06-23T22:33:41.142528,14.13519541,0.00288279,98.7029,159.7006,341.2689,18.7421,0,U,30693,999,99664,0.00021219657,3.58e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ARC,2026-06-23T22:29:43.580544,14.90701227,0.01231666,99.0595,173.6962,39.7449,321.2709,0,U,30694,999,2970,0.0010810748,0.00012198,0.0,Debris
FENGYUN 1C DEB,1999-025ARE,2026-06-23T21:29:02.770080,14.45829318,0.00859085,98.3663,226.3798,259.7794,276.095,0,U,30696,999,1081,0.00045470262,1.6420000000000002e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ARF,2026-06-23T16:18:57.437280,14.14478153,0.00849862,98.8923,235.6918,0.0452,151.9023,0,U,30697,999,98987,0.0008166585,1.576e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ARH,2026-06-23T20:07:33.973824,14.50183245,0.0003303,99.3235,319.1341,76.9971,283.1588,0,U,30699,999,410,0.0013568825,5.226e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ARJ,2026-06-24T00:43:58.361376,14.23963473,0.00850315,98.52,202.6451,300.8374,58.4459,0,U,30700,999,314,0.00011448726,2.29e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ARK,2026-06-24T01:16:47.335296,14.13946456,0.00334686,98.689,216.286,271.6437,149.9942,0,U,30701,999,99851,1.1749864e-05,-2.1e-07,0.0,Debris
FENGYUN 1C DEB,1999-025ARL,2026-06-23T19:58:12.289152,14.04111032,0.00718549,98.7552,192.7886,119.5789,53.1679,0,U,30702,999,98871,0.0004895844,7.519999999999999e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ARM,2026-06-23T22:45:32.412384,14.20163548,0.01183583,99.1528,171.4638,101.967,288.9118,0,U,30703,999,99282,0.00066348126,1.473e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ARN,2026-06-23T23:17:58.738272,14.02195883,0.00795406,98.8769,173.6774,282.3222,145.8492,0,U,30704,999,98819,1.9072772e-05,-1.3999999999999998e-07,0.0,Debris
FENGYUN 1C DEB,1999-025ARP,2026-06-23T05:58:05.320416,13.82332332,0.01990594,102.19,338.9985,185.1359,353.7108,0,U,30705,999,96668,0.001465077,1.775e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ARQ,2026-06-23T23:30:43.116480,14.27168214,0.00254769,99.0544,81.3761,297.0592,62.7988,0,U,30706,999,383,0.0004567353599999,1.071e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ARR,2026-06-23T16:24:14.760288,14.27922076,0.00262432,99.3985,248.527,233.6958,284.1546,0,U,30707,999,99555,0.0008273756099999,2.0070000000000003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ARS,2026-06-24T07:02:30.918624,14.12290126,0.00086418,98.6811,187.9769,19.0355,355.4915,0,U,30708,999,99568,0.00010299189,1.47e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ART,2026-06-23T22:19:30.720288,14.192464,0.00846046,99.1524,163.9253,80.9581,280.1157,0,U,30709,999,98735,0.001462955,3.133e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ARU,2026-06-23T03:53:38.420736,13.95823911,0.02235144,102.7441,141.0887,349.3016,28.1663,0,U,30710,999,97472,0.0016229787,2.6600000000000003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ARY,2026-06-23T19:42:34.386912,14.03637132,0.00677289,98.8138,222.6233,104.8771,308.5869,0,U,30714,999,98701,0.00045109613,6.81e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ARZ,2026-06-23T03:18:38.115360,14.15825472,0.00634139,98.9642,249.3716,343.414,16.4958,0,U,30715,999,98903,0.0007654503,1.489e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASA,2026-06-24T03:55:10.922304,14.91654847,0.0015918999999999,98.865,25.3077,187.2291,300.461,0,U,30716,999,695,0.0028167281,0.00028411,0.0,Debris
FENGYUN 1C DEB,1999-025ASB,2026-06-23T16:22:42.836736,14.21698694,0.0047520999999999,99.0055,254.279,69.426,291.2006,0,U,30717,999,99277,0.00074725087,1.6150000000000003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASC,2026-06-24T04:50:14.543808,14.25619331,0.00530723,98.8825,262.9677,318.4243,41.2906,0,U,30718,999,99529,0.0009122825699999,2.147e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASD,2026-06-24T04:21:51.498720,14.65947993,0.00077012,98.8917,336.7961,314.9571,45.1005,0,U,30719,999,265,0.0021400907,0.0001167999999999,0.0,Debris
FENGYUN 1C DEB,1999-025ASE,2026-06-23T23:21:21.153600,14.29847884,0.00324933,99.0453,0.7312000000000001,127.9693,29.161,0,U,30720,999,211,0.00050447353,1.2580000000000002e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASF,2026-06-23T21:12:52.449696,14.8130165,0.00239734,98.7176,326.4985,95.4482,58.3749,0,U,30721,999,674,0.0022882547,0.00017923,0.0,Debris
FENGYUN 1C DEB,1999-025ASH,2026-06-23T22:52:50.431872,14.43961409,0.00146708,98.8399,273.0515,56.8094,357.021,0,U,30723,999,156,0.001349207,4.5690000000000005e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASJ,2026-06-23T01:24:08.947296,14.37487764,0.00941189,99.3112,19.6143,60.6021,91.036,0,U,30724,999,1208,0.00019643512,5.67e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ASK,2026-06-24T02:53:41.505792,14.17081742,0.0087867999999999,98.995,251.1219,199.8249,226.6497,0,U,30725,999,99086,0.00094426634,1.928e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASL,2026-06-23T23:54:31.845024,14.10043012,0.00798981,99.2647,187.4287,49.3079,6.2394,0,U,30726,999,98706,0.0007927977,1.3950000000000002e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASN,2026-06-23T23:01:49.236960,14.23546294,0.00972612,98.5272,180.814,238.6043,120.5595,0,U,30728,999,435,4.5712269e-05,6.599999999999999e-07,0.0,Debris
FENGYUN 1C DEB,1999-025ASQ,2026-06-24T01:47:45.261888,14.26321517,0.00770469,98.5987,215.818,203.6417,211.7209,0,U,30730,999,99761,0.0006081302099999,1.4630000000000002e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASR,2026-06-24T05:18:18.097920,14.44404829,0.00125284,98.8528,267.1846,46.0208,8.8127,0,U,30731,999,141,0.0014566741,4.9810000000000006e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASS,2026-06-24T06:30:00.907776,14.0412289,0.01244401,98.7894,194.2852,28.2844,99.4181,0,U,30732,999,98907,0.00017684795,2.58e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ASV,2026-06-23T23:09:30.640608,14.2521901,0.00593909,98.7511,250.4601,47.9123,132.0161,0,U,30735,999,99499,0.00096138819,2.258e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASW,2026-06-23T12:55:20.073792,13.62237636,0.02759643,98.7623,198.351,270.314,245.6163,0,U,30736,999,95477,0.0011344998,1.0920000000000002e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ASX,2026-06-24T05:36:19.044864,14.18512403,0.00222112,98.5976,156.4288,297.4797,78.4419,0,U,30737,999,99776,0.0001929477599999,3.57e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ASZ,2026-06-23T05:56:32.377344,14.15218584,0.01018175,98.7074,161.7068,125.7695,251.651,0,U,30739,999,99586,0.00020941149,3.86e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ATA,2026-06-23T14:20:37.743648,14.55686361,0.00281,98.6936,291.983,262.7767,97.0234,0,U,30740,999,442,0.0013057393,5.690000000000001e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ATB,2026-06-24T07:02:58.566624,14.13346671,0.00049346,98.675,183.7544,294.2016,81.6305,0,U,30741,999,99553,0.00011331408,1.7e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ATC,2026-06-23T14:16:25.637088,14.11240383,0.00716731,98.8538,221.3709,43.9356,109.3499,0,U,30742,999,98761,0.0008350453099999,1.5000000000000002e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ATE,2026-06-24T01:34:37.128000,15.17380857,0.0003907999999999,98.7325,350.601,351.8948,134.5368,0,U,30744,999,985,0.0042618917,0.00086028,0.0,Debris
FENGYUN 1C DEB,1999-025ATG,2026-06-23T11:14:58.020576,14.27944994,0.00474713,99.0613,7.1576,119.6956,302.0192,0,U,30746,999,196,0.00029482447,6.92e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ATK,2026-06-23T00:11:20.588352,13.99889997,0.00605685,98.8645,200.0358,57.7388,302.9627,0,U,30749,999,98656,0.00024636187,3.25e-06,0.0,Debris
FENGYUN 1C DEB,1999-025ATL,2026-06-23T16:39:22.644576,14.30199838,0.00377972,98.91,258.6417,252.7207,262.4148,0,U,30750,999,99538,0.0011682514,3.003e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ATM,2026-06-24T02:47:03.810912,14.16143751,0.00493157,98.8401,237.8917,260.974,160.5816,0,U,30751,999,99012,0.0008288619299999,1.614e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ATP,2026-06-24T00:30:51.681600,14.13293447,0.00567715,98.7891,215.2889,164.116,196.1809,0,U,30753,999,99081,0.0006600945499999,1.214e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ATR,2026-06-24T06:19:23.236896,14.4579123,0.01513269,98.2671,169.8255,40.7604,85.683,0,U,30755,999,1226,0.0004794120399999,1.911e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ATS,2026-06-23T03:15:08.185824,14.19384022,0.0074922999999999,98.9781,249.0739,128.8664,260.7948,0,U,30756,999,99133,0.0010710343,2.271e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ATU,2026-06-23T14:09:39.151872,14.17940249,0.00412317,99.0332,301.2688,173.1987,202.9425,0,U,30758,999,99223,0.0008316175899999,1.67e-05,0.0,Debris
FENGYUN 1C DEB,1999-025ATV,2026-06-23T19:52:23.946816,14.58917092,0.00064078,99.2634,308.8613,303.348,212.3751,0,U,30759,999,467,0.0014555041,6.773e-05,0.0,Debris
